"Código Plan",Plan,Cohorte,Sede,RUN,DV,Nombres,"Apellido Paterno","Apellido Materno","Número de alumno","Periodo Asignatura","Código Asignatura",Asignatura,Convocatoria,Calificación,Nota
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,8929621,K,"ANDREA IVONNE",JARAMILLO,VILLAR,466,2006-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2006-01,Hogwarts,5579066,4,"GEMITA ANDREA",KORMYLO,AVILA,281,2006-01,GH13470,"ADIVINACION  I",JUL,CV,
HP1,"Magia PLAN 2003",2007-01,Hogwarts,7752862,2,"ERIC FRANCISCO",BURGOS,RIFFO,2748,2007-01,GH170,"ADIVINACION  I",JUL,CV,
HP1,"Magia PLAN 2003",2007-01,Hogwarts,24633086,5,"GABRIELA PAULINA",FERNANDEZ,MONTENEGRO,2746,2007-01,GH170,"ADIVINACION  I",JUL,CV,
HP1,"Magia PLAN 2003",2007-01,Hogwarts,14286092,0,"PAULA ANDREA",JIMENEZ,CHUREO,2738,2007-01,GH170,"ADIVINACION  I",JUL,CV,
HP1,"Magia PLAN 2003",2007-01,Hogwarts,21547820,6,"RENATO IGNACIO",PIZARRO,LOBOS,2743,2007-01,GH170,"ADIVINACION  I",JUL,CV,
HP1,"Magia PLAN 2003",2007-01,Hogwarts,6849374,2,"KAREN PAOLA",VILLASEÑOR,ALARCÓN,2740,2007-01,GH170,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2007-01,Hogwarts,6633900,8,"ALONSO IVÁN",GALLEGUILLOS,RIFFO,793,2007-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2007-01,Hogwarts,16804642,7,"MARCELO ANDREE",GODOY,OJEDA,1079,2007-02,GH13470,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2007-01,Hogwarts,11123727,1,"MAURICIO ANDRES",GONZALEZ,GEISER,1089,2007-02,GH13470,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2007-01,Hogwarts,7710910,9,"MAURICIO ANDRES",SAEZ,ELGUETA,709,2007-01,GH13470,"ADIVINACION  I",JUL,CV,
HW1,"Magia NOCTURNA PLAN 2003",2007-01,Hogwarts,7752862,2,"ERIC FRANCISCO",BURGOS,RIFFO,778,2007-01,GH170,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2007-01,Hogwarts,6633900,8,"ALONSO IVÁN",GALLEGUILLOS,RIFFO,1599,2007-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2007-01,Hogwarts,23808228,7,"SEBASTIAN ANDRES",HERNANDEZ,DIAZ,596,2007-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2007-01,Hogwarts,19199574,9,"SALVADOR EDUARDO",NAVARRO,HEREDIA,670,2007-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2007-01,Hogwarts,12085503,K,"ROSARIO CONSTANZA",ORTEGA,TORO,667,2007-01,GH13470,"ADIVINACION  I",JUL,CV,
GH3,"Magia Uagadou PLAN 2005 (NOCTURNA)",2008-01,Beauxbaton,20806823,0,"GONZALO ALEXIS",POOL,ILLANES,76,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
GH3,"Magia Uagadou PLAN 2005 (NOCTURNA)",2008-01,Beauxbaton,14290764,2,"ROLANDO ANDRES",ROJAS,BAHAMONDES,71,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
HP1,"Magia PLAN 2003",2008-01,Hogwarts,10586899,2,"PATRICIA ALEJANDRA",GONZALEZ,FERNANDEZ,2752,2008-01,GH170,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2008-01,Hogwarts,15284186,4,"ESTEBAN ELOY",ARÉVALO,GÓMEZ,1423,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2008-01,Hogwarts,25070571,6,FRANCISCA,CASTRO,OLAVARRÍA,1411,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2008-01,Hogwarts,6632118,7,"CATALINA CONSTANZA",DÍAZ,BRAVO,1405,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2008-01,Hogwarts,4537496,5,"PABLO HERNÁN",FIGUEROA,GUTIÉRREZ,1446,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2008-01,Hogwarts,21749126,K,"EDUARDO HERNÁN",FISCHER,VILLOUTA,1570,2008-02,GH13470,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2008-01,Hogwarts,7342758,4,"RACHEL PAULA",MONTENEGRO,BARRIOS,1293,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2008-01,Hogwarts,7615432,6,"IVAN ENRIQUE",SILVA,GONZALEZ,1531,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-01,Hogwarts,25114728,4,"NILS NATALIA",VALDERRAMA,CESPEDES,818,2008-01,GH170,"ADIVINACION  I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,15854217,2,"MARTA ANDREA",ALIAGA,MOLINA,823,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,20905999,0,"MAVET EILEEN",CARVAJAL,BRAVO,859,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,9967114,6,"CRISTIAN MANUEL",GONZALEZ,MEDINA,766,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,7342758,4,"RACHEL PAULA",MONTENEGRO,BARRIOS,2144,2008-01,GH13470,"ADIVINACION  I",JUL,CV,
GH3,"Magia Uagadou PLAN 2005 (NOCTURNA)",2008-02,Beauxbaton,21435997,8,"PATRICIA ISABEL",DIAZ,RIOS,80,2008-02,GH13470,"ADIVINACION  I",DIC,CV,
GH2,"Magia Uagadou PLAN 2005 (DIURNO)",2008-02,Uagadou,15202480,0,"MARCELA ANDREA",BRICEÑO,ALFARO,137,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
GH1,"Magia (Uagadou NOCTURNA) PLAN 2003",2008-02,Uagadou,8778870,0,"CAROLINA HAYDEE",ROJAS,SILO,80,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2008-02,Hogwarts,25126881,2,"FELIPE JESUS",BURGOS,VERGARA,1605,2008-02,GH13470,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2008-02,Hogwarts,13897016,2,"SOLANGE ANDREA",GERALDO,MUÑOZ,1577,2008-02,GH13470,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2008-02,Hogwarts,8316089,7,"MARIA CRISTINA",UGARTE,CORTES,1580,2008-02,GH13470,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2008-02,Hogwarts,17265313,0,"GABRIEL ALEJANDRO",VILLEGAS,FIGUEROA,2251,2008-02,GH13470,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,5581472,9,"GABRIEL ANDRES",AGUILAR,MARIHUAN,800,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,13799474,0,"JORGE EDUARDO",AGUILERA,CONTRERAS,828,2009-01,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,14145721,8,"CAROLINA ANDREA",CASANOVA,ROMERO,801,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,19898609,6,"FABIAN ANDRES",COLIL,HERNANDEZ,824,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,10754153,2,"RICARDO HUMBERTO",CORTES,CORTES,803,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,16050900,6,"ELENA JUDITH",DONOSO,CHAVES,804,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,18463466,6,"JAVIER ANDRES",HERRERA,ILLANES,832,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,14395175,6,"JUAN PABLO",HERRERA,VERGARA,807,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,16309038,K,"FABIOLA ANDREA",LIZAMA,DIAZ,808,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,13585363,0,"MARCELA ANDREA PAOLA",MUÑOZ,FERREIRA,811,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,8156763,3,"GABRIEL ALEJANDRO",MUÑOZ,IBARRA,812,2008-02,GH170,"ADIVINACION  I",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2008-02,Hogwarts,11929230,K,"CHRISTIAAN ALEXIS",SOTO,LIRA,816,2009-01,GH170,"ADIVINACION  I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,19898609,6,"FABIAN ANDRES",COLIL,HERNANDEZ,1301,2008-02,GH13470,"ADIVINACION  I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2008-01,Hogwarts,21749126,K,"EDUARDO HERNÁN",FISCHER,VILLOUTA,1609,2008-02,GH13470,"ADIVINACION  I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2008-02,Hogwarts,10433436,4,"JAVIER IVÁN",LERMANDA,REYES,1013,2008-02,GH13470,"ADIVINACION  I",DIC,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2009-01,Beauxbaton,7478762,6,"JAVIERA FERNANDA",OYARZUN,CRUZ,615,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
GH2,"Magia Uagadou PLAN 2005 (DIURNO)",2009-01,Uagadou,4364157,7,"PÍA CAROLINA",MAURAS,CORTÉS,169,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2009-01,Hogwarts,25709360,1,"VALENTINA EUGENIA",AGUILA,MARIN,1945,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2009-01,Hogwarts,8768504,9,"GUISELA PAULINA",AGUILERA,GALLARDO,1926,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2009-01,Hogwarts,16612171,6,"ARMANDO MARCELO",ANGULO,HUMERES,1885,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2009-01,Hogwarts,8483996,5,"INGRID YAEL",ORTEGA,ORTEGA,1632,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2009-01,Hogwarts,22258974,2,"DIEGO HERNAN",POZO,SILVA,1624,2008-02,GH13470,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2009-01,Hogwarts,24330232,K,"NATALINA PAOLA",ROSAS,BONDI,1942,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2009-01,Hogwarts,8768504,9,"GUISELA PAULINA",AGUILERA,GALLARDO,1601,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2009-01,Hogwarts,4215997,3,"JOHANNA KARINA",ALBORNOZ,URIBE,1279,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2009-01,Hogwarts,15894943,6,"XIMENA ANDREA",ESCOBAR,ORELLANA,1287,2009-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2010-01,Hogwarts,10892320,4,"GUSTAVO ANDRES",CELIS,SALDAÑA,2236,2010-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2010-01,Hogwarts,17437727,0,"ALKWIN ALKMUND BILLIE",GOECKE,LLEWELLING,2240,2011-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2010-01,Hogwarts,21560868,4,"DANNY ALEJANDRO",MARILICAN,GARRAMUÑO,2232,2010-02,GH13470,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2010-01,Hogwarts,12742378,8,"DIEGO EMILIO",MORALES,TRONCOSO,2231,2010-02,GH13470,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2010-01,Hogwarts,14589912,4,"BEGOÑA ISABEL",OLAVARRIA,JOFRE,2252,2010-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2010-01,Hogwarts,10892320,4,"GUSTAVO ANDRES",CELIS,SALDAÑA,2088,2010-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2010-01,Hogwarts,11675453,9,"ESTEBAN REINALDO",LEYTON,PUEBLA,1459,2010-02,GH13470,"ADIVINACION  I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2010-01,Hogwarts,24731889,4,"LUIS ALEJANDRO",ROCO,CHAMORRO,1468,2010-02,GH13470,"ADIVINACION  I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2010-01,Hogwarts,4967074,4,"SEBASTIAN ANTONIO",ROUANET,REINOSO,1526,2010-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2010-02,Hogwarts,16310597,6,"KAMILA ALEJANDRA",ROBLES,MONCADA,2267,2010-02,GH13470,"ADIVINACION  I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2010-02,Hogwarts,21036218,3,"CRISTIAN BENJAMIN",CARTAGENA,CIFUENTES,1631,2010-02,GH13470,"ADIVINACION  I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2010-02,Hogwarts,10465735,3,"WALDO IGNACIO",FLORES,ANDERSON,1646,2011-02,GH13470,"ADIVINACION  I",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2010-02,Hogwarts,16310597,6,"KAMILA ALEJANDRA",ROBLES,MONCADA,1902,2010-02,GH13470,"ADIVINACION  I",DIC,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2011-01,Beauxbaton,4249912,3,"CATALINA VALESKA",GANA,PARRA,818,2011-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2011-01,Hogwarts,19782187,3,"RICARDO MATIAS",AZOCAR,APABLAZA,2497,2011-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2011-01,Hogwarts,20875266,0,"NICOLE PATRICIA",PEREZ,ELGUETA,2476,2011-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2011-01,Hogwarts,12237428,0,"LUIS ANDRES",URRA,POLANCO,2470,2011-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2011-01,Hogwarts,12667863,1,"JOSÉ MIGUEL",RODRÍGUEZ,LETELIER,1804,2011-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2011-02,Hogwarts,15225941,6,"MIGUEL ANGEL",TOLEDO,ARAYA,1911,2011-02,GH13470,"ADIVINACION  I",DIC,CV,
HP2,"Magia PLAN 2005",2012-01,Hogwarts,4992478,8,"GÉNESIS FERNANDA",MORAGA,DURÁN,2821,2012-01,GH13470,"ADIVINACION  I",JUL,CV,
HW2,"Magia NOCTURNA PLAN 2005",2012-01,Hogwarts,14880319,5,"MARIA CONSUELO",GAMBOA,LOYOLA,2075,2012-01,GH13470,"ADIVINACION  I",JUL,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2013-01,Beauxbaton,23430525,7,"SORAYA ANDREA",ALAMO,ANICH,946,2013-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2013-01,Hogwarts,8294310,0,"PABLO ERNESTO",MUÑOZ,CASTILLO,2941,2013-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2013-01,Hogwarts,18905971,3,"FRANCISCA DE LOS ANGELES",SALAZAR,RUBILAR,2965,2013-01,GH13470,"ADIVINACION  I",JUL,CV,
HP2,"Magia PLAN 2005",2013-01,Hogwarts,24823020,8,"KITIA ANDREA",VALDEBENITO,JARAMILLO,2822,2013-01,GH13470,"ADIVINACION  I",JUL,CV,
PH1,"Magia Castelobruxo PLAN 2005 (DIURNO)",2014-02,Beauxbaton,18105273,9,"RICARDO ALEXIS",GALLARDO,CORTES,1059,2014-02,GH13470,"ADIVINACION  I",DIC,CV,
HP1,"Magia PLAN 2003",1986-01,Hogwarts,14521962,8,YANARA,MAZUELA,OLATE,558718,1987-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1988-01,Hogwarts,19578616,2,JARIEL,AVILA,VILO,429642,1988-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1988-01,Hogwarts,18044603,3,WILFREDO,SOLIMANO,NAPADENSKY,373641,1993-01,GH171,"ADIVINACION  II",DIC,SD,
HP1,"Magia PLAN 2003",1988-01,Hogwarts,21725107,4,POLA,CABALLERO,PAEZ,590807,1993-01,GH171,"ADIVINACION  II",DIC,SD,
HP1,"Magia PLAN 2003",1988-01,Hogwarts,17538055,6,REYNALDO,PABLICH,BARJA,550870,1992-01,GH171,"ADIVINACION  II",DIC,SD,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,10773069,0,TAMARA,MEJÍA,CAMUS,606658,2000-01,GH171,"ADIVINACION  II",DIC,SC,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,10773069,0,TAMARA,MEJÍA,CAMUS,606658,1996-01,GH171,"ADIVINACION  II",DIC,SC,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,13887491,1,ARACE,MAGALLANES,ZÚÑIGA,624797,1992-01,GH171,"ADIVINACION  II",DIC,SD,
HP1,"Magia PLAN 2003",1989-01,Hogwarts,24984453,K,CELSO,CASTILLA,ANTIHUENO,464815,1993-01,GH171,"ADIVINACION  II",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",1989-01,Hogwarts,10773069,0,TAMARA,MEJÍA,CAMUS,606658,1996-01,GH171,"ADIVINACION  II",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",1989-01,Hogwarts,10773069,0,TAMARA,MEJÍA,CAMUS,606658,2000-01,GH171,"ADIVINACION  II",DIC,SC,
HP1,"Magia PLAN 2003",1994-01,Hogwarts,12400432,8,HAYDEE,JARPA,LAYERA,610788,1994-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1994-01,Hogwarts,14054791,3,DANTER,FRANZ,CARRIZO,588077,1994-01,GH171,"ADIVINACION  II",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",1994-01,Hogwarts,14054791,3,DANTER,FRANZ,CARRIZO,588077,1994-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1995-01,Hogwarts,7540535,2,MACAREN,OVALLE,AVILA,396842,1995-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1995-01,Hogwarts,22985984,7,CONSTANZA,SELEME,MAQUIEIRA,384977,1999-01,GH171,"ADIVINACION  II",DIC,SD,
HP1,"Magia PLAN 2003",1995-01,Hogwarts,22985984,7,CONSTANZA,SELEME,MAQUIEIRA,384977,1998-01,GH171,"ADIVINACION  II",DIC,SD,
HP1,"Magia PLAN 2003",1995-01,Hogwarts,18221722,K,NIKITA,ELICES,CABIESES,614885,1995-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1995-01,Hogwarts,17293770,1,GABY,POVEDA,VALLEJO,384906,1995-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,16761770,6,NAHARA,YUS,CATRILEO,368626,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,6703957,7,AMY,VICUÑA,HAMATI,465632,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,17779740,2,SUILAN,GRANADA,WADDINGTON,555617,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,13787517,5,YANTHIL,"PENA Y LILLO",WILHELM,608636,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,14635813,4,FELICIANO,ALMONTE,PASSALACQUA,487670,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,20915316,8,DEISSI,BEYER,LLANCANAO,594630,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,18885934,0,RAÚL,STUARDO,ROIG,612708,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,4519082,K,INDULFO,SAINT-JEAN,CATALAN,635701,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,6450435,0,VERONIC,CONDE,BASOALTO,370699,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,25097309,2,RONNIE,BARRÍA,CERRUTTI,557627,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1996-01,Hogwarts,14563412,3,CHARITO,DOWNEY,MORCHIO,447635,1996-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,5568839,6,DELAPAZ,COSTAGLIOLA,RADONICH,622476,1997-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1997-01,Hogwarts,20977199,3,AVELIN,NAZAL,CERENIC,493470,1997-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,9103520,0,MIREYA,TARRAGÓ,PEDRAZA,395271,2003-01,GH171,"ADIVINACION  II",DIC,SC,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,9007951,K,SANTI,TURINA,HOLBUT,455479,1998-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",1998-01,Hogwarts,5085274,K,AYMARA,ARTUS,REHL,365181,1998-01,GH171,"ADIVINACION  II",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",1998-01,Hogwarts,9103520,0,MIREYA,TARRAGÓ,PEDRAZA,395271,2003-01,GH171,"ADIVINACION  II",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",1998-01,Hogwarts,10497483,8,MARIELA,BAHAMONDE,LAB,498082,2001-01,GH171,"ADIVINACION  II",DIC,SD,
HP1,"Magia PLAN 2003",1999-01,Hogwarts,23559564,4,EXEQUIEL,GAYTÁN,CELEDON,452081,2004-01,GH171,"ADIVINACION  II",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",1999-01,Hogwarts,23559564,4,EXEQUIEL,GAYTÁN,CELEDON,452081,2004-01,GH171,"ADIVINACION  II",DIC,SD,
HP1,"Magia PLAN 2003",2000-01,Hogwarts,21766292,3,MATIAS,VILLAZÓN,LLANCA,515410,2004-01,GH171,"ADIVINACION  II",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",2000-01,Hogwarts,12547677,1,ALEXANDRE,FISCHER,POZA,525416,2004-01,GH171,"ADIVINACION  II",DIC,SC,
HP1,"Magia PLAN 2003",2001-01,Hogwarts,17633406,9,HAINZ,REHL,TOBAR,403194,2004-01,GH171,"ADIVINACION  II",DIC,SD,
HP1,"Magia PLAN 2003",2001-01,Hogwarts,18837642,9,ESTEFANYA,CORTES,MALAMUD,508072,2001-01,GH171,"ADIVINACION  II",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2001-01,Hogwarts,18356194,5,MIRAGE,KRAUSS,LASALVIA,553183,2004-01,GH171,"ADIVINACION  II",DIC,SD,
HW1,"Magia NOCTURNA PLAN 2003",2001-01,Hogwarts,14014208,8,GUISELLA,STUDIER,CALFULAF,511078,2004-01,GH171,"ADIVINACION  II",DIC,SC,
HW1,"Magia NOCTURNA PLAN 2003",2001-01,Hogwarts,21207824,3,LORETTO,ACUÑA,FORNO,607149,2004-01,GH171,"ADIVINACION  II",DIC,SC,
HP1,"Magia PLAN 2003",2002-01,Hogwarts,21073520,K,GUISELA,ALBIE,JADUE,628866,2002-01,GH171,"ADIVINACION  II",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2002-01,Hogwarts,21073520,K,GUISELA,ALBIE,JADUE,628866,2002-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",2003-01,Hogwarts,22256990,1,DAYAN,CAZOR,PONTIGO,424736,2003-01,GH171,"ADIVINACION  II",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2004-01,Hogwarts,4951066,4,"JOSE MIGUEL",CONTRERAS,CONTRERAS,606,2004-01,GH171,"ADIVINACION  II",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2004-01,Hogwarts,8703201,7,"ALEJANDRA BEATRIZ",MARTINEZ,CACERES,611,2004-01,GH171,"ADIVINACION  II",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2004-01,Hogwarts,20136131,6,LISSETTE,SALAZAR,SANDOVAL,563,2003-01,GH171,"ADIVINACION  II",DIC,CV,
HW2,"Magia NOCTURNA PLAN 2005",2004-01,Hogwarts,24322407,8,"RUTH DEL CARMEN",FUENTES,CALDERON,174,2006-01,GH13476,"ADIVINACION  II",JUL,CV,
HP1,"Magia PLAN 2003",2005-01,Hogwarts,19759939,5,"HELEN MARIA",RAMIREZ,ESPINOZA,2678,2005-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",2005-01,Hogwarts,14335997,K,"GEORGETTE ELYZABETH",URRA,GARCIA,2682,2005-01,GH171,"ADIVINACION  II",DIC,CV,
HW1,"Magia NOCTURNA PLAN 2003",2005-01,Hogwarts,11499968,8,"CLAUDIA MARCELA",PINARES,VALDES,677,2005-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",2006-01,Hogwarts,4978127,3,"CAROLINA PATRICIA",IGUALT,JARA,2706,2006-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",2006-01,Hogwarts,8622575,3,"XIMENA REBECA",LEDEZMA,CASTRO,2737,2006-01,GH171,"ADIVINACION  II",DIC,CV,
HP1,"Magia PLAN 2003",2006-01,Hogwarts,25373122,4,"RUBEN DAVID",MONDACA,ROSALES,2725,1989-01,GH171,"ADIVINACION  II",DIC,SC,
